ManufacturerID;ManufacturerName;TurbineID;TurbineName;RatedPowerkW;Offshore;MinimumHubHeightM;MaximumHubHeightM;CutInMS;RatedMS;CutOffMS;Voltage;AvailableSince;ws0;ws0_5;ws1;ws1_5;ws2;ws2_5;ws3;ws3_5;ws4;ws4_5;ws5;ws5_5;ws6;ws6_5;ws7;ws7_5;ws8;ws8_5;ws9;ws9_5;ws10;ws10_5;ws11;ws11_5;ws12;ws12_5;ws13;ws13_5;ws14;ws14_5;ws15;ws15_5;ws16;ws16_5;ws17;ws17_5;ws18;ws18_5;ws19;ws19_5;ws20;ws20_5;ws21;ws21_5;ws22;ws22_5;ws23;ws23_5;ws24;ws24_5;ws25;ws25_5;ws26;ws26_5;ws27;ws27_5;ws28;ws28_5;ws29;ws29_5;ws30;ws30_5;ws31;ws31_5;ws32;ws32_5;ws33;ws33_5;ws34;ws34_5;ws35;Conditions
;;;WindTurbine_Onshore_4000;4000;No;120;120;;;;;;0;0;0;0;0;3.333333333;11.16666667;75;163.8333333;285.3333333;423.8333333;585;756.6666667;974.8333333;1211.5;1505.666667;1810.166667;2172.333333;2533;2895.333333;3247.166667;3550.833333;3714.166667;3833.833333;3927.166667;3963.333333;3982.333333;3993.166667;3994.833333;3999.166667;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;3997.5;3993.333333;3993.333333;3992;3988.333333;3983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
